lipid_metab_node,RNAseq_node,Shortest_path_length,number_of_shortest_paths
lipid512,ENSMUSG00000029836,8,51
lipid512,ENSMUSG00000030059,9,1632
lipid512,ENSMUSG00000030122,9,306
lipid512,ENSMUSG00000030216,9,102
lipid512,ENSMUSG00000030451,9,306
lipid512,ENSMUSG00000030557,9,510
lipid512,ENSMUSG00000030738,8,102
lipid512,ENSMUSG00000031060,9,51
lipid512,ENSMUSG00000031357,8,51
lipid512,ENSMUSG00000031902,9,1224
lipid512,ENSMUSG00000031954,9,153
lipid512,ENSMUSG00000032384,10,4743
lipid512,ENSMUSG00000032407,9,1275
lipid512,ENSMUSG00000032525,9,204
lipid512,ENSMUSG00000032727,9,918
lipid512,ENSMUSG00000032763,4,11
lipid512,ENSMUSG00000033228,9,51
lipid512,ENSMUSG00000034163,10,5355
lipid512,ENSMUSG00000034243,8,51
lipid512,ENSMUSG00000034252,8,51
lipid512,ENSMUSG00000034610,8,51
lipid512,ENSMUSG00000034620,8,51
lipid512,ENSMUSG00000035284,9,969
lipid512,ENSMUSG00000035349,8,51
lipid512,ENSMUSG00000035469,9,357
lipid512,ENSMUSG00000035762,9,357
lipid512,ENSMUSG00000036180,9,306
lipid512,ENSMUSG00000036940,8,51
lipid512,ENSMUSG00000037110,9,102
lipid512,ENSMUSG00000037234,9,612
lipid512,ENSMUSG00000037416,9,51
lipid512,ENSMUSG00000038446,9,51
lipid512,ENSMUSG00000038664,8,51
lipid512,ENSMUSG00000038708,8,51
lipid512,ENSMUSG00000038774,8,51
lipid512,ENSMUSG00000039704,10,816
lipid512,ENSMUSG00000040459,9,408
lipid512,ENSMUSG00000040549,9,867
lipid512,ENSMUSG00000041360,10,2652
lipid512,ENSMUSG00000041997,9,714
lipid512,ENSMUSG00000042605,8,51
lipid512,ENSMUSG00000042814,7,51
lipid512,ENSMUSG00000043279,9,102
lipid512,ENSMUSG00000044252,9,51
lipid512,ENSMUSG00000044519,8,51
lipid512,ENSMUSG00000044573,8,51
lipid512,ENSMUSG00000046111,9,204
lipid512,ENSMUSG00000046230,8,51
lipid512,ENSMUSG00000048000,8,51
lipid512,ENSMUSG00000048118,9,255
lipid512,ENSMUSG00000049091,8,51
lipid512,ENSMUSG00000049606,8,51
lipid512,ENSMUSG00000050697,8,51
lipid512,ENSMUSG00000051285,8,51
lipid512,ENSMUSG00000052337,9,510
lipid512,ENSMUSG00000052428,9,204
lipid512,ENSMUSG00000052539,8,102
lipid512,ENSMUSG00000052595,7,51
lipid512,ENSMUSG00000053453,8,51
lipid512,ENSMUSG00000053510,10,3927
lipid512,ENSMUSG00000053877,8,102
lipid512,ENSMUSG00000054226,9,204
lipid512,ENSMUSG00000056608,9,306
lipid512,ENSMUSG00000057110,9,357
lipid512,ENSMUSG00000057181,9,51
lipid512,ENSMUSG00000058056,10,3621
lipid512,ENSMUSG00000058301,9,357
lipid512,ENSMUSG00000058587,9,765
lipid512,ENSMUSG00000059495,8,51
lipid512,ENSMUSG00000060961,8,51
lipid512,ENSMUSG00000061331,9,867
lipid512,ENSMUSG00000061755,8,51
lipid512,ENSMUSG00000062949,8,51
lipid512,ENSMUSG00000062981,9,918
lipid512,ENSMUSG00000063077,8,51
lipid512,ENSMUSG00000063382,10,510
lipid512,ENSMUSG00000064294,8,51
lipid512,ENSMUSG00000064337,8,102
lipid512,ENSMUSG00000064339,8,51
lipid512,ENSMUSG00000064345,9,867
lipid512,ENSMUSG00000064367,8,51
lipid512,ENSMUSG00000066406,9,51
lipid512,ENSMUSG00000068220,3,1
lipid512,ENSMUSG00000069892,8,51
lipid512,ENSMUSG00000070594,8,102
lipid512,ENSMUSG00000072294,9,51
lipid512,ENSMUSG00000074422,8,51
lipid512,ENSMUSG00000078427,9,867
lipid512,ENSMUSG00000080542,9,561
lipid512,ENSMUSG00000090836,9,459
lipid513,ENSMUSG00000000056,8,8
lipid513,ENSMUSG00000002028,9,72
lipid513,ENSMUSG00000003039,9,40
lipid513,ENSMUSG00000003813,9,8
lipid513,ENSMUSG00000004207,4,40
lipid513,ENSMUSG00000006005,8,8
lipid513,ENSMUSG00000011960,9,8
lipid513,ENSMUSG00000015759,9,24
lipid513,ENSMUSG00000016756,8,8
lipid513,ENSMUSG00000020154,9,8
lipid513,ENSMUSG00000020224,8,8
lipid513,ENSMUSG00000020250,9,72
lipid513,ENSMUSG00000020608,9,224
lipid513,ENSMUSG00000020609,8,8
lipid513,ENSMUSG00000020709,9,96
lipid513,ENSMUSG00000020721,8,8
lipid513,ENSMUSG00000020863,8,8
lipid513,ENSMUSG00000021039,7,8
lipid513,ENSMUSG00000021149,9,104
lipid513,ENSMUSG00000021243,9,8
lipid513,ENSMUSG00000021408,10,424
lipid513,ENSMUSG00000021413,9,80
lipid513,ENSMUSG00000021549,9,80
lipid513,ENSMUSG00000022141,9,64
lipid513,ENSMUSG00000022205,10,720
lipid513,ENSMUSG00000022383,8,16
lipid513,ENSMUSG00000022387,9,16
lipid513,ENSMUSG00000022521,9,16
lipid513,ENSMUSG00000022911,8,8
lipid513,ENSMUSG00000023852,8,16
lipid513,ENSMUSG00000024083,9,32
lipid513,ENSMUSG00000024096,2,2
lipid513,ENSMUSG00000024122,9,8
lipid513,ENSMUSG00000024188,9,72
lipid513,ENSMUSG00000024384,9,8
lipid513,ENSMUSG00000024498,8,8
lipid513,ENSMUSG00000024526,3,1
lipid513,ENSMUSG00000024921,9,8
lipid513,ENSMUSG00000024975,9,16
lipid513,ENSMUSG00000025194,9,32
lipid513,ENSMUSG00000025364,9,24
lipid513,ENSMUSG00000025809,8,8
lipid513,ENSMUSG00000025860,9,40
lipid513,ENSMUSG00000026234,8,8
lipid513,ENSMUSG00000026353,8,8
lipid513,ENSMUSG00000026398,9,88
lipid513,ENSMUSG00000026464,9,128
lipid513,ENSMUSG00000026579,8,8
lipid513,ENSMUSG00000026740,9,24
lipid513,ENSMUSG00000026743,10,648
lipid513,ENSMUSG00000026991,9,40
lipid513,ENSMUSG00000027677,9,32
lipid513,ENSMUSG00000027680,8,16
lipid513,ENSMUSG00000027708,10,232
lipid513,ENSMUSG00000027884,9,88
lipid513,ENSMUSG00000028029,9,128
lipid513,ENSMUSG00000028053,8,8
lipid513,ENSMUSG00000028180,9,120
lipid513,ENSMUSG00000028559,9,144
lipid513,ENSMUSG00000028797,9,16
lipid513,ENSMUSG00000028869,9,40
lipid513,ENSMUSG00000029623,9,88
lipid513,ENSMUSG00000029634,9,40
lipid513,ENSMUSG00000029836,8,8
lipid513,ENSMUSG00000030059,9,256
lipid513,ENSMUSG00000030122,9,48
lipid513,ENSMUSG00000030216,9,16
lipid513,ENSMUSG00000030451,9,48
lipid513,ENSMUSG00000030557,9,80
lipid513,ENSMUSG00000030738,8,16
lipid513,ENSMUSG00000031060,9,8
lipid513,ENSMUSG00000031357,8,8
lipid513,ENSMUSG00000031902,9,192
lipid513,ENSMUSG00000031954,9,24
lipid513,ENSMUSG00000032384,10,744
lipid513,ENSMUSG00000032407,9,200
lipid513,ENSMUSG00000032525,9,32
lipid513,ENSMUSG00000032727,9,144
lipid513,ENSMUSG00000032763,4,3
lipid513,ENSMUSG00000033228,9,8
lipid513,ENSMUSG00000034163,10,840
lipid513,ENSMUSG00000034243,8,8
lipid513,ENSMUSG00000034252,8,8
lipid513,ENSMUSG00000034610,8,8
lipid513,ENSMUSG00000034620,8,8
lipid513,ENSMUSG00000035284,9,152
lipid513,ENSMUSG00000035349,8,8
lipid513,ENSMUSG00000035469,9,56
lipid513,ENSMUSG00000035762,9,56
lipid513,ENSMUSG00000036180,9,48
lipid513,ENSMUSG00000036940,8,8
lipid513,ENSMUSG00000037110,9,16
lipid513,ENSMUSG00000037234,9,96
lipid513,ENSMUSG00000037416,9,8
lipid513,ENSMUSG00000038446,9,8
lipid513,ENSMUSG00000038664,8,8
lipid513,ENSMUSG00000038708,8,8
lipid513,ENSMUSG00000038774,8,8
lipid513,ENSMUSG00000039704,10,128
lipid513,ENSMUSG00000040459,9,64
lipid513,ENSMUSG00000040549,9,136
lipid513,ENSMUSG00000041360,10,416
lipid513,ENSMUSG00000041997,9,112
lipid513,ENSMUSG00000042605,8,8
lipid513,ENSMUSG00000042814,7,8
lipid513,ENSMUSG00000043279,9,16
lipid513,ENSMUSG00000044252,9,8
lipid513,ENSMUSG00000044519,8,8
lipid513,ENSMUSG00000044573,8,8
lipid513,ENSMUSG00000046111,9,32
lipid513,ENSMUSG00000046230,8,8
lipid513,ENSMUSG00000048000,8,8
lipid513,ENSMUSG00000048118,9,40
lipid513,ENSMUSG00000049091,8,8
lipid513,ENSMUSG00000049606,8,8
lipid513,ENSMUSG00000050697,8,8
lipid513,ENSMUSG00000051285,8,8
lipid513,ENSMUSG00000052337,9,80
lipid513,ENSMUSG00000052428,9,32
lipid513,ENSMUSG00000052539,8,16
lipid513,ENSMUSG00000052595,7,8
lipid513,ENSMUSG00000053453,8,8
lipid513,ENSMUSG00000053510,10,616
lipid513,ENSMUSG00000053877,8,16
lipid513,ENSMUSG00000054226,9,32
lipid513,ENSMUSG00000056608,9,48
lipid513,ENSMUSG00000057110,9,56
lipid513,ENSMUSG00000057181,9,8
lipid513,ENSMUSG00000058056,10,568
lipid513,ENSMUSG00000058301,9,56
lipid513,ENSMUSG00000058587,9,120
lipid513,ENSMUSG00000059495,8,8
lipid513,ENSMUSG00000060961,8,8
lipid513,ENSMUSG00000061331,9,136
lipid513,ENSMUSG00000061755,8,8
lipid513,ENSMUSG00000062949,8,8
lipid513,ENSMUSG00000062981,9,144
lipid513,ENSMUSG00000063077,8,8
lipid513,ENSMUSG00000063382,10,80
lipid513,ENSMUSG00000064294,8,8
lipid513,ENSMUSG00000064337,8,16
lipid513,ENSMUSG00000064339,8,8
lipid513,ENSMUSG00000064345,9,136
lipid513,ENSMUSG00000064367,8,8
lipid513,ENSMUSG00000066406,9,8
lipid513,ENSMUSG00000068220,3,1
lipid513,ENSMUSG00000069892,8,8
lipid513,ENSMUSG00000070594,8,16
lipid513,ENSMUSG00000072294,9,8
lipid513,ENSMUSG00000074422,8,8
lipid513,ENSMUSG00000078427,9,136
lipid513,ENSMUSG00000080542,9,88
lipid513,ENSMUSG00000090836,9,72
lipid514,ENSMUSG00000000056,8,8
lipid514,ENSMUSG00000002028,9,72
lipid514,ENSMUSG00000003039,9,40
lipid514,ENSMUSG00000003813,9,8
lipid514,ENSMUSG00000004207,3,2
lipid514,ENSMUSG00000006005,8,8
lipid514,ENSMUSG00000011960,9,8
lipid514,ENSMUSG00000015759,9,24
lipid514,ENSMUSG00000016756,8,8
lipid514,ENSMUSG00000020154,9,8
lipid514,ENSMUSG00000020224,8,8
lipid514,ENSMUSG00000020250,9,72
lipid514,ENSMUSG00000020608,9,224
lipid514,ENSMUSG00000020609,8,8
lipid514,ENSMUSG00000020709,9,96
lipid514,ENSMUSG00000020721,8,8
lipid514,ENSMUSG00000020863,8,8
lipid514,ENSMUSG00000021039,7,8
lipid514,ENSMUSG00000021149,9,104
lipid514,ENSMUSG00000021243,9,8
lipid514,ENSMUSG00000021408,10,424
lipid514,ENSMUSG00000021413,9,80
lipid514,ENSMUSG00000021549,9,80
lipid514,ENSMUSG00000022141,9,64
lipid514,ENSMUSG00000022205,10,720
lipid514,ENSMUSG00000022383,8,16
lipid514,ENSMUSG00000022387,9,16
lipid514,ENSMUSG00000022521,9,16
lipid514,ENSMUSG00000022911,8,8
lipid514,ENSMUSG00000023852,8,16
lipid514,ENSMUSG00000024083,9,32
lipid514,ENSMUSG00000024096,2,4
lipid514,ENSMUSG00000024122,9,8
lipid514,ENSMUSG00000024188,9,72
lipid514,ENSMUSG00000024384,9,8
lipid514,ENSMUSG00000024498,8,8
lipid514,ENSMUSG00000024526,3,2
lipid514,ENSMUSG00000024921,9,8
lipid514,ENSMUSG00000024975,9,16
lipid514,ENSMUSG00000025194,9,32
lipid514,ENSMUSG00000025364,9,24
lipid514,ENSMUSG00000025809,8,8
lipid514,ENSMUSG00000025860,9,40
lipid514,ENSMUSG00000026234,8,8
lipid514,ENSMUSG00000026353,8,8
lipid514,ENSMUSG00000026398,9,88
lipid514,ENSMUSG00000026464,9,128
lipid514,ENSMUSG00000026579,8,8
lipid514,ENSMUSG00000026740,9,24
lipid514,ENSMUSG00000026743,10,648
lipid514,ENSMUSG00000026991,9,40
lipid514,ENSMUSG00000027677,9,32
lipid514,ENSMUSG00000027680,8,16
lipid514,ENSMUSG00000027708,10,232
lipid514,ENSMUSG00000027884,9,88
lipid514,ENSMUSG00000028029,9,128
lipid514,ENSMUSG00000028053,8,8
lipid514,ENSMUSG00000028180,9,120
lipid514,ENSMUSG00000028559,9,144
lipid514,ENSMUSG00000028797,9,16
lipid514,ENSMUSG00000028869,9,40
lipid514,ENSMUSG00000029623,9,88
lipid514,ENSMUSG00000029634,9,40
lipid514,ENSMUSG00000029836,8,8
lipid514,ENSMUSG00000030059,9,256
lipid514,ENSMUSG00000030122,9,48
lipid514,ENSMUSG00000030216,9,16
lipid514,ENSMUSG00000030451,9,48
lipid514,ENSMUSG00000030557,9,80
lipid514,ENSMUSG00000030738,8,16
lipid514,ENSMUSG00000031060,9,8
lipid514,ENSMUSG00000031357,8,8
lipid514,ENSMUSG00000031902,9,192
lipid514,ENSMUSG00000031954,9,24
lipid514,ENSMUSG00000032384,10,744
lipid514,ENSMUSG00000032407,9,200
lipid514,ENSMUSG00000032525,9,32
lipid514,ENSMUSG00000032727,9,144
lipid514,ENSMUSG00000032763,4,3
lipid514,ENSMUSG00000033228,9,8
lipid514,ENSMUSG00000034163,10,840
lipid514,ENSMUSG00000034243,8,8
lipid514,ENSMUSG00000034252,8,8
lipid514,ENSMUSG00000034610,8,8
lipid514,ENSMUSG00000034620,8,8
lipid514,ENSMUSG00000035284,9,152
lipid514,ENSMUSG00000035349,8,8
lipid514,ENSMUSG00000035469,9,56
lipid514,ENSMUSG00000035762,9,56
lipid514,ENSMUSG00000036180,9,48
lipid514,ENSMUSG00000036940,8,8
lipid514,ENSMUSG00000037110,9,16
lipid514,ENSMUSG00000037234,9,96
lipid514,ENSMUSG00000037416,9,8
lipid514,ENSMUSG00000038446,9,8
lipid514,ENSMUSG00000038664,8,8
lipid514,ENSMUSG00000038708,8,8
lipid514,ENSMUSG00000038774,8,8
lipid514,ENSMUSG00000039704,10,128
lipid514,ENSMUSG00000040459,9,64
lipid514,ENSMUSG00000040549,9,136
lipid514,ENSMUSG00000041360,10,416
lipid514,ENSMUSG00000041997,9,112
lipid514,ENSMUSG00000042605,8,8
lipid514,ENSMUSG00000042814,7,8
lipid514,ENSMUSG00000043279,9,16
lipid514,ENSMUSG00000044252,9,8
lipid514,ENSMUSG00000044519,8,8
lipid514,ENSMUSG00000044573,8,8
lipid514,ENSMUSG00000046111,9,32
lipid514,ENSMUSG00000046230,8,8
lipid514,ENSMUSG00000048000,8,8
lipid514,ENSMUSG00000048118,9,40
lipid514,ENSMUSG00000049091,8,8
lipid514,ENSMUSG00000049606,8,8
lipid514,ENSMUSG00000050697,8,8
lipid514,ENSMUSG00000051285,8,8
lipid514,ENSMUSG00000052337,9,80
lipid514,ENSMUSG00000052428,9,32
lipid514,ENSMUSG00000052539,8,16
lipid514,ENSMUSG00000052595,7,8
lipid514,ENSMUSG00000053453,8,8
lipid514,ENSMUSG00000053510,10,616
lipid514,ENSMUSG00000053877,8,16
lipid514,ENSMUSG00000054226,9,32
lipid514,ENSMUSG00000056608,9,48
lipid514,ENSMUSG00000057110,9,56
lipid514,ENSMUSG00000057181,9,8
lipid514,ENSMUSG00000058056,10,568
lipid514,ENSMUSG00000058301,9,56
lipid514,ENSMUSG00000058587,9,120
lipid514,ENSMUSG00000059495,8,8
lipid514,ENSMUSG00000060961,8,8
lipid514,ENSMUSG00000061331,9,136
lipid514,ENSMUSG00000061755,8,8
lipid514,ENSMUSG00000062949,8,8
lipid514,ENSMUSG00000062981,9,144
lipid514,ENSMUSG00000063077,8,8
lipid514,ENSMUSG00000063382,10,80
lipid514,ENSMUSG00000064294,8,8
lipid514,ENSMUSG00000064337,8,16
lipid514,ENSMUSG00000064339,8,8
lipid514,ENSMUSG00000064345,9,136
lipid514,ENSMUSG00000064367,8,8
lipid514,ENSMUSG00000066406,9,8
lipid514,ENSMUSG00000068220,3,2
lipid514,ENSMUSG00000069892,8,8
lipid514,ENSMUSG00000070594,8,16
lipid514,ENSMUSG00000072294,9,8
lipid514,ENSMUSG00000074422,8,8
lipid514,ENSMUSG00000078427,9,136
lipid514,ENSMUSG00000080542,9,88
lipid514,ENSMUSG00000090836,9,72
lipid515,ENSMUSG00000000056,9,317
lipid515,ENSMUSG00000002028,10,2853
lipid515,ENSMUSG00000003039,10,1585
lipid515,ENSMUSG00000003813,10,317
lipid515,ENSMUSG00000004207,4,4
lipid515,ENSMUSG00000006005,9,317
lipid515,ENSMUSG00000011960,10,317
lipid515,ENSMUSG00000015759,10,951
lipid515,ENSMUSG00000016756,9,317
lipid515,ENSMUSG00000020154,10,317
lipid515,ENSMUSG00000020224,9,317
lipid515,ENSMUSG00000020250,10,2853
lipid515,ENSMUSG00000020608,10,8876
lipid515,ENSMUSG00000020609,9,317
lipid515,ENSMUSG00000020709,10,3804
lipid515,ENSMUSG00000020721,9,317
lipid515,ENSMUSG00000020863,9,317
lipid515,ENSMUSG00000021039,8,317
lipid515,ENSMUSG00000021149,10,4121
lipid515,ENSMUSG00000021243,10,317
lipid515,ENSMUSG00000021408,11,16801
lipid515,ENSMUSG00000021413,10,3170
lipid515,ENSMUSG00000021549,10,3170
lipid515,ENSMUSG00000022141,10,2536
lipid515,ENSMUSG00000022205,11,28530
lipid515,ENSMUSG00000022383,9,634
lipid515,ENSMUSG00000022387,10,634
lipid515,ENSMUSG00000022521,10,634
lipid515,ENSMUSG00000022911,9,317
lipid515,ENSMUSG00000023852,9,634
lipid515,ENSMUSG00000024083,10,1268
lipid515,ENSMUSG00000024096,2,1
lipid515,ENSMUSG00000024122,10,317
lipid515,ENSMUSG00000024188,10,2853
lipid515,ENSMUSG00000024384,10,317
lipid515,ENSMUSG00000024498,9,317
lipid515,ENSMUSG00000024526,4,13
lipid515,ENSMUSG00000024921,10,317
lipid515,ENSMUSG00000024975,10,634
lipid515,ENSMUSG00000025194,10,1268
lipid515,ENSMUSG00000025364,10,951
lipid515,ENSMUSG00000025809,9,317
lipid515,ENSMUSG00000025860,10,1585
lipid515,ENSMUSG00000026234,9,317
lipid515,ENSMUSG00000026353,9,317
lipid515,ENSMUSG00000026398,10,3487
lipid515,ENSMUSG00000026464,10,5072
lipid515,ENSMUSG00000026579,9,317
lipid515,ENSMUSG00000026740,10,951
lipid515,ENSMUSG00000026743,11,25677
lipid515,ENSMUSG00000026991,10,1585
lipid515,ENSMUSG00000027677,10,1268
lipid515,ENSMUSG00000027680,9,634
lipid515,ENSMUSG00000027708,11,9193
lipid515,ENSMUSG00000027884,10,3487
lipid515,ENSMUSG00000028029,10,5072
lipid515,ENSMUSG00000028053,9,317
lipid515,ENSMUSG00000028180,10,4755
lipid515,ENSMUSG00000028559,10,5706
lipid515,ENSMUSG00000028797,10,634
lipid515,ENSMUSG00000028869,10,1585
lipid515,ENSMUSG00000029623,10,3487
lipid515,ENSMUSG00000029634,10,1585
lipid515,ENSMUSG00000029836,9,317
lipid515,ENSMUSG00000030059,10,10144
lipid515,ENSMUSG00000030122,10,1902
lipid515,ENSMUSG00000030216,10,634
lipid515,ENSMUSG00000030451,10,1902
lipid515,ENSMUSG00000030557,10,3170
lipid515,ENSMUSG00000030738,9,634
lipid515,ENSMUSG00000031060,10,317
lipid515,ENSMUSG00000031357,9,317
lipid515,ENSMUSG00000031902,10,7608
lipid515,ENSMUSG00000031954,10,951
lipid515,ENSMUSG00000032384,11,29481
lipid515,ENSMUSG00000032407,10,7925
lipid515,ENSMUSG00000032525,10,1268
lipid515,ENSMUSG00000032727,10,5706
lipid515,ENSMUSG00000032763,5,72
lipid515,ENSMUSG00000033228,10,317
lipid515,ENSMUSG00000034163,11,33285
lipid515,ENSMUSG00000034243,9,317
lipid515,ENSMUSG00000034252,9,317
lipid515,ENSMUSG00000034610,9,317
lipid515,ENSMUSG00000034620,9,317
lipid515,ENSMUSG00000035284,10,6023
lipid515,ENSMUSG00000035349,9,317
lipid515,ENSMUSG00000035469,10,2219
lipid515,ENSMUSG00000035762,10,2219
lipid515,ENSMUSG00000036180,10,1902
lipid515,ENSMUSG00000036940,9,317
lipid515,ENSMUSG00000037110,10,634
lipid515,ENSMUSG00000037234,10,3804
lipid515,ENSMUSG00000037416,10,317
lipid515,ENSMUSG00000038446,10,317
lipid515,ENSMUSG00000038664,9,317
lipid515,ENSMUSG00000038708,9,317
lipid515,ENSMUSG00000038774,9,317
lipid515,ENSMUSG00000039704,11,5072
lipid515,ENSMUSG00000040459,10,2536
lipid515,ENSMUSG00000040549,10,5389
lipid515,ENSMUSG00000041360,11,16484
lipid515,ENSMUSG00000041997,10,4438
lipid515,ENSMUSG00000042605,9,317
lipid515,ENSMUSG00000042814,8,317
lipid515,ENSMUSG00000043279,10,634
lipid515,ENSMUSG00000044252,10,317
lipid515,ENSMUSG00000044519,9,317
lipid515,ENSMUSG00000044573,9,317
lipid515,ENSMUSG00000046111,10,1268
lipid515,ENSMUSG00000046230,9,317
lipid515,ENSMUSG00000048000,9,317
lipid515,ENSMUSG00000048118,10,1585
lipid515,ENSMUSG00000049091,9,317
lipid515,ENSMUSG00000049606,9,317
lipid515,ENSMUSG00000050697,9,317
lipid515,ENSMUSG00000051285,9,317
lipid515,ENSMUSG00000052337,10,3170
lipid515,ENSMUSG00000052428,10,1268
lipid515,ENSMUSG00000052539,9,634
lipid515,ENSMUSG00000052595,8,317
lipid515,ENSMUSG00000053453,9,317
lipid515,ENSMUSG00000053510,11,24409
lipid515,ENSMUSG00000053877,9,634
lipid515,ENSMUSG00000054226,10,1268
lipid515,ENSMUSG00000056608,10,1902
lipid515,ENSMUSG00000057110,10,2219
lipid515,ENSMUSG00000057181,10,317
lipid515,ENSMUSG00000058056,11,22507
lipid515,ENSMUSG00000058301,10,2219
lipid515,ENSMUSG00000058587,10,4755
lipid515,ENSMUSG00000059495,9,317
lipid515,ENSMUSG00000060961,9,317
lipid515,ENSMUSG00000061331,10,5389
lipid515,ENSMUSG00000061755,9,317
lipid515,ENSMUSG00000062949,9,317
lipid515,ENSMUSG00000062981,10,5706
lipid515,ENSMUSG00000063077,9,317
lipid515,ENSMUSG00000063382,11,3170
lipid515,ENSMUSG00000064294,9,317
lipid515,ENSMUSG00000064337,9,634
lipid515,ENSMUSG00000064339,9,317
lipid515,ENSMUSG00000064345,10,5389
lipid515,ENSMUSG00000064367,9,317
lipid515,ENSMUSG00000066406,10,317
lipid515,ENSMUSG00000068220,4,13
lipid515,ENSMUSG00000069892,9,317
lipid515,ENSMUSG00000070594,9,634
lipid515,ENSMUSG00000072294,10,317
lipid515,ENSMUSG00000074422,9,317
lipid515,ENSMUSG00000078427,10,5389
lipid515,ENSMUSG00000080542,10,3487
lipid515,ENSMUSG00000090836,10,2853
lipid516,ENSMUSG00000000056,9,183
lipid516,ENSMUSG00000002028,10,1647
lipid516,ENSMUSG00000003039,10,915
lipid516,ENSMUSG00000003813,10,183
lipid516,ENSMUSG00000004207,4,1
lipid516,ENSMUSG00000006005,9,183
lipid516,ENSMUSG00000011960,10,183
lipid516,ENSMUSG00000015759,10,549
lipid516,ENSMUSG00000016756,9,183
lipid516,ENSMUSG00000020154,10,183
lipid516,ENSMUSG00000020224,9,183
lipid516,ENSMUSG00000020250,10,1647
lipid516,ENSMUSG00000020608,10,5124
lipid516,ENSMUSG00000020609,9,183
lipid516,ENSMUSG00000020709,10,2196
lipid516,ENSMUSG00000020721,9,183
lipid516,ENSMUSG00000020863,9,183
lipid516,ENSMUSG00000021039,8,183
lipid516,ENSMUSG00000021149,10,2379
lipid516,ENSMUSG00000021243,10,183
lipid516,ENSMUSG00000021408,11,9699
lipid516,ENSMUSG00000021413,10,1830
lipid516,ENSMUSG00000021549,10,1830
lipid516,ENSMUSG00000022141,10,1464
lipid516,ENSMUSG00000022205,11,16470
lipid516,ENSMUSG00000022383,9,366
lipid516,ENSMUSG00000022387,10,366
lipid516,ENSMUSG00000022521,10,366
lipid516,ENSMUSG00000022911,9,183
lipid516,ENSMUSG00000023852,9,366
lipid516,ENSMUSG00000024083,10,732
lipid516,ENSMUSG00000024096,3,15
lipid516,ENSMUSG00000024122,10,183
lipid516,ENSMUSG00000024188,10,1647
lipid516,ENSMUSG00000024384,10,183
lipid516,ENSMUSG00000024498,9,183
lipid516,ENSMUSG00000024526,4,9
lipid516,ENSMUSG00000024921,10,183
lipid516,ENSMUSG00000024975,10,366
lipid516,ENSMUSG00000025194,10,732
lipid516,ENSMUSG00000025364,10,549
lipid516,ENSMUSG00000025809,9,183
lipid516,ENSMUSG00000025860,10,915
lipid516,ENSMUSG00000026234,9,183
lipid516,ENSMUSG00000026353,9,183
lipid516,ENSMUSG00000026398,10,2013
lipid516,ENSMUSG00000026464,10,2928
lipid516,ENSMUSG00000026579,9,183
lipid516,ENSMUSG00000026740,10,549
lipid516,ENSMUSG00000026743,11,14823
lipid516,ENSMUSG00000026991,10,915
lipid516,ENSMUSG00000027677,10,732
lipid516,ENSMUSG00000027680,9,366
lipid516,ENSMUSG00000027708,11,5307
lipid516,ENSMUSG00000027884,10,2013
lipid516,ENSMUSG00000028029,10,2928
lipid516,ENSMUSG00000028053,9,183
lipid516,ENSMUSG00000028180,10,2745
lipid516,ENSMUSG00000028559,10,3294
lipid516,ENSMUSG00000028797,10,366
lipid516,ENSMUSG00000028869,10,915
lipid516,ENSMUSG00000029623,10,2013
lipid516,ENSMUSG00000029634,10,915
lipid516,ENSMUSG00000029836,9,183
lipid516,ENSMUSG00000030059,10,5856
lipid516,ENSMUSG00000030122,10,1098
lipid516,ENSMUSG00000030216,10,366
lipid516,ENSMUSG00000030451,10,1098
lipid516,ENSMUSG00000030557,10,1830
lipid516,ENSMUSG00000030738,9,366
lipid516,ENSMUSG00000031060,10,183
lipid516,ENSMUSG00000031357,9,183
lipid516,ENSMUSG00000031902,10,4392
lipid516,ENSMUSG00000031954,10,549
lipid516,ENSMUSG00000032384,11,17019
lipid516,ENSMUSG00000032407,10,4575
lipid516,ENSMUSG00000032525,10,732
lipid516,ENSMUSG00000032727,10,3294
lipid516,ENSMUSG00000032763,5,45
lipid516,ENSMUSG00000033228,10,183
lipid516,ENSMUSG00000034163,11,19215
lipid516,ENSMUSG00000034243,9,183
lipid516,ENSMUSG00000034252,9,183
lipid516,ENSMUSG00000034610,9,183
lipid516,ENSMUSG00000034620,9,183
lipid516,ENSMUSG00000035284,10,3477
lipid516,ENSMUSG00000035349,9,183
lipid516,ENSMUSG00000035469,10,1281
lipid516,ENSMUSG00000035762,10,1281
lipid516,ENSMUSG00000036180,10,1098
lipid516,ENSMUSG00000036940,9,183
lipid516,ENSMUSG00000037110,10,366
lipid516,ENSMUSG00000037234,10,2196
lipid516,ENSMUSG00000037416,10,183
lipid516,ENSMUSG00000038446,10,183
lipid516,ENSMUSG00000038664,9,183
lipid516,ENSMUSG00000038708,9,183
lipid516,ENSMUSG00000038774,9,183
lipid516,ENSMUSG00000039704,11,2928
lipid516,ENSMUSG00000040459,10,1464
lipid516,ENSMUSG00000040549,10,3111
lipid516,ENSMUSG00000041360,11,9516
lipid516,ENSMUSG00000041997,10,2562
lipid516,ENSMUSG00000042605,9,183
lipid516,ENSMUSG00000042814,8,183
lipid516,ENSMUSG00000043279,10,366
lipid516,ENSMUSG00000044252,10,183
lipid516,ENSMUSG00000044519,9,183
lipid516,ENSMUSG00000044573,9,183
lipid516,ENSMUSG00000046111,10,732
