ID,RD_509,RD_510,RD_511,RD_512,RD_513,RD_514,RD_515,RD_516,WDO_517,WDO_518,WDO_519,WDO_520,WDO_521,WDO_522,WDO_523,WDO_524,WDE_525,WDE_526,WDE_527,WDE_528,WDE_529,WDE_530,WDE_531,WDE_532,WDD_533,WDD_534,WDD_535,WDD_536,WDD_537,WDD_538,WDD_539,WDD_540
lipid515,243.0894695,127.4085558,167.5917007,61.04781362,221.8106669,53.06247223,272.7230274,130.3853472,17.75551632,29.93105623,0.149827813,75.73090676,19.02989007,35.01717563,36.97789747,72.43669216,45.2817848,21.26182134,89.8227962,29.2652292,39.36487397,16.040011,102.1134244,77.95786056,0.253539115,0.240998428,0.048384589,0.726866844,0.21438528,0.246137653,0.189599365,0.134917729
lipid516,73.21267386,59.721253,83.45489941,41.44430285,47.86802569,99.94873907,102.1134244,38.91604058,0.122736735,0.179173198,0.110106021,24.50956271,0.226672031,0.105747593,0.171136157,21.75764914,32.46471578,19.52934975,30.30924354,16.22120881,19.02989007,21.26182134,56.89575369,41.98174221,0.225849153,0.153382568,0.107611837,34.31328718,0.212469358,0.247288078,0.197698572,0.159154988
lipid517,319.8331754,264.4534109,281.8196309,116.5950151,279.1032037,188.0250492,399.2368537,281.8196309,17.3111106,25.95699392,0.151044218,52.54547761,21.50971667,32.02243825,37.29349135,40.39260227,28.62386759,15.38802288,47.19163223,13.50008957,22.45976764,12.92778048,51.20022551,47.86802569,115.4331376,80.70918483,49.69765104,514.8797994,106.9493466,107.7715813,125.7685782,77.95786056
lipid518,118.1893297,134.1998382,134.1998382,66.41182811,95.55671728,95.55671728,1.390171018,107.7715813,0.243176461,0.183386225,0.075809493,0.301619355,0.157062581,0.146173848,0.203770292,0.242609667,12.77347138,0.187045323,8.549244682,0.187721206,7.244872193,0.230134591,14.49965659,13.82977439,60.448172,64.79935743,39.82509803,144.456363,75.73090676,41.44430285,61.60905974,49.04650334
lipid519,435.9211099,470.9890916,495.4088268,284.1407118,441.409579,303.1177647,527.3064663,495.4088268,0.302221424,0.373403307,0.231812859,63.97716536,0.46316212,73.85663272,49.04650334,79.79945555,0.607903191,0.298316794,39.36487397,0.379582865,0.580077893,0.198499072,76.60588896,44.61846429,110.89964,134.1998382,89.8227962,226.4379354,188.0250492,1.560295217,154.3239758,105.6333337
lipid520,142.7646535,221.8106669,198.9853529,122.5419407,146.3053038,154.3239758,171.7423744,169.8146844,0.121535478,0.075148072,0.081445441,0.335183049,0.096006892,0.110106021,0.214972128,0.183723732,115.4331376,70.96661764,138.9258336,75.73090676,89.8227962,65.55157382,160.3091052,140.6621907,188.0250492,223.6157381,133.020993,556.9425059,281.8196309,203.253148,252.0385919,169.8146844
lipid522,116.5950151,171.7423744,181.179158,144.456363,125.7685782,169.8146844,131.9818705,154.3239758,0.090642123,0.088409762,0.042894624,0.183723732,0.096006892,0.15488102,0.155878269,13.82977439,22.08121021,15.21484976,28.88876744,17.3111106,15.38802288,17.09505285,30.30924354,30.96817631,394.1174612,652.8836385,352.9116309,868.5849777,514.8797994,256.5779675,470.9890916,450.6656213
lipid523,310.5879772,259.455446,316.9481378,232.1655917,313.3363809,219.530163,322.3926161,352.9116309,0.046557595,0.052651189,0.014302935,0.059803844,0.047314828,0.039385151,0.06462901,0.043116093,63.38933064,34.31328718,67.05863568,33.89125367,42.55387463,27.603136,82.5357564,75.73090676,78.80079474,88.70551195,47.19163223,264.4534109,97.65344681,61.04781362,105.6333337,95.55671728
lipid524,66.41182811,71.66936736,91.88796394,72.43669216,61.04781362,75.73090676,60.448172,83.45489941,0.015132336,0.02364803,0.011705595,0.057754845,0.042653889,0.025234169,0.034628365,0.028548475,21.03502332,11.25988336,15.82075767,12.28891915,6.947155696,13.32581917,21.50971667,19.27280277,14.1539545,33.89125367,14.1539545,54.45021501,25.32316414,10.43388791,22.45976764,20.5545855
lipid529,226.4379354,295.6016995,160.3091052,190.7029171,243.0894695,243.0894695,212.2823259,208.0512049,2062.058612,3684.416168,4125.119231,1549.970979,2688.275654,2270.484725,2472.619369,2970.495161,2218.337915,1727.673142,2218.337915,3208.279719,2270.484725,2141.103408,1327.346168,2108.930766,2029.709746,1266.937647,2577.097147,756.3067453,2472.619369,3362.075822,2175.300934,1266.937647
lipid531,279.1032037,325.5404659,40.39260227,221.8106669,238.0106476,371.0014793,232.1655917,243.0894695,4025.925633,5263.921552,5441.59833,2316.550333,3594.648879,4465.327455,5093.930717,6296.419928,1449.136658,1472.172319,2108.930766,2472.619369,2472.619369,1218.012728,998.9326434,1385.416987,1385.416987,673.5978485,1655.690227,501.719691,1472.172319,2218.337915,1170.569107,881.4635336
lipid532,19815.15959,9577.584851,12779.40794,12779.40794,14879.21991,6780.734437,14196.20267,14196.20267,1327.346168,1140.36104,652.8836385,3054.277201,1406.989466,1496.094081,2108.930766,1900.874021,1839.292395,1088.399202,2029.709746,978.4969656,1367.674132,1472.172319,2577.097147,2218.337915,718.5160808,527.3064663,470.9890916,1800.386489,737.17059,814.8994063,624.5953249,868.5849777
lipid533,158.3423681,249.0697754,146.3053038,146.3053038,119.5733718,174.1817823,163.6034854,124.0352352,375.6085065,371.0014793,412.536212,284.1407118,337.734627,316.9481378,319.8331754,371.0014793,107.7715813,61.60905974,93.64490091,76.60588896,119.5733718,84.26771979,75.21831314,85.0532719,57.52360954,67.70906928,50.28515199,40.39260227,53.87126909,84.26771979,49.69765104,40.85671084
metabolite72,0.454921817,0.415003912,0.58643514,0.470115893,0.34584096,0.566775218,0.539796337,0.184105929,1.368408,1.432270745,1.346345906,1.042063153,1.440431742,0.998690926,1.331311145,0.799244566,0.769679863,0.825952462,1.052629781,1.097152075,1.381262262,1.08995294,0.635276632,0.685922845,1.036823382,1.066298313,1.077153021,1.072049183,0.696893693,1.331311145,0.935876842,1.042063153
metabolite82,0.782333675,6.007933165,6.843110238,9.056717503,12.28891915,8.549244682,7.564454324,7.339707158,26.31725453,17.75551632,35.90865322,7.339707158,15.82075767,21.75764914,39.82509803,14.87132564,5.822048752,9.433743098,6.176578712,8.442316875,7.793398861,5.647881796,6.523367045,9.607712045,8.916013214,6.61947552,11.40288159,5.092400766,8.808652815,5.015412723,3.761009294,9.607712045
ENSMUSG00000049091,0.995293722,1.535531838,0.423239576,0.705834627,1.350689634,1.398275906,0.412040235,3.677753924,27.07958367,13.46005062,37.6836099,50.75292203,31.37466025,38.51377214,36.37312288,44.20465945,42.91934844,40.11711828,2.71701819,14.09893698,1.230026503,2.32462762,2.216978085,2.096005388,1.180828,1.592577272,3.669324947,1.963488385,1.478194917,2.846729968,1.76138734,1.56053087
ENSMUSG00000024526,7.967079634,4.978131979,19.34463061,1.742869284,7.214648542,1.293577935,10.07266548,39.80050524,640.0415151,213.7233055,177.4154943,68.93583563,248.6912642,475.8181614,149.9754737,161.76958,393.9366611,333.0802727,475.8181614,478.0408501,384.7623099,236.3476967,577.9385355,573.9711847,748.4114516,232.7609484,521.2572422,204.0648843,371.0382636,438.4209288,478.8039107,306.4393631
ENSMUSG00000080542,2.892208273,16.01574561,5.231778174,2.605799371,12.06951809,6.665163728,2.338634335,4.83137307,88.55121996,40.9975638,105.8248624,165.1360636,129.7132216,191.5516005,115.0207672,99.41313193,123.9558215,108.9177437,6.962406532,32.62780845,4.49751475,12.41845582,11.81371251,19.36127771,9.898110207,20.36997403,28.1294925,19.6492932,14.64236976,17.04622611,9.45855956,5.033027606
ENSMUSG00000032080,6.265207127,4.359971132,4.95448444,3.513481554,6.766322126,2.960055919,3.762462125,5.991157377,115.238512,71.00376412,124.9348157,43.67470316,115.0883537,18.62110671,86.17315551,97.32426028,11.15462322,14.61952854,15.83215223,23.70343651,27.17496004,9.737407461,19.80375522,7.994302444,12.43250512,6.468462932,19.16545825,6.215033415,17.4198526,9.103737348,13.04928989,7.364356374
ENSMUSG00000064337,427.8665327,1106.34137,665.1768775,649.8163487,693.2677679,734.3907124,424.6402678,507.2109383,9259.869627,6163.846756,12871.25595,15533.01007,10846.52669,7863.94128,12871.25595,12871.25595,12871.25595,12871.25595,2142.379563,7236.451174,769.4384135,1241.546711,1381.057892,1528.941486,1028.092204,1935.668983,2281.302698,1241.546711,1130.913143,1501.153257,1063.221241,963.0978824
ENSMUSG00000090836,0.995293722,2.943249081,1.822500259,3.513481554,3.398885856,0.880676214,0.814970602,1.298620419,14.11062105,13.09455449,35.93098738,42.8102321,22.36182224,40.04675146,53.30490006,33.58185824,35.7156198,19.8129389,2.120656278,10.2480516,1.605734034,4.501457616,4.63852771,5.563300907,2.273030676,7.995717205,8.08882662,1.963488385,2.618735103,4.396578855,7.76064123,2.096005388
ENSMUSG00000057465,26.24893925,60.35923944,43.64492548,48.47326343,67.77387737,34.04618266,47.87781366,58.65124129,330.0034803,1040.976957,507.2109383,564.8438402,566.9016531,573.32048,1124.499933,551.5940939,311.7976038,281.6318292,395.9031952,470.5786586,766.5433435,502.7814744,267.3801548,284.3838113,383.0664447,285.0642921,282.7592822,359.1887831,445.8144897,401.5134001,294.986055,396.3174342
ENSMUSG00000020709,4.602229234,18.44629017,12.41656861,7.452646341,15.71272471,12.3083129,6.919045962,5.991157377,125.6807341,99.88690356,136.6610377,144.9341043,150.8151295,168.7509371,128.0898201,144.7418869,133.7111948,157.9461153,36.21556729,91.37825358,22.00457286,32.07797101,25.54061319,38.4471926,25.87233775,57.6549448,62.56787732,36.88881672,43.82773456,43.20589878,36.42901448,16.94908988
ENSMUSG00000064339,1424.023667,2632.637403,1634.692442,2568.305572,2087.665987,2761.117782,1106.34137,1008.904138,26319.59825,15533.01007,26319.59825,26319.59825,26319.59825,19264.0355,26319.59825,26319.59825,26319.59825,26319.59825,10037.6771,26319.59825,2568.305572,3966.828384,4794.066226,3770.443543,3123.613989,6494.517846,6839.125982,3770.443543,4085.95515,3770.443543,3453.080279,3613.165857
ENSMUSG00000053453,3.811539219,6.279433879,5.813456946,5.115574338,5.038576183,5.715819379,2.000727602,1.298620419,40.70138284,34.28302433,62.5034704,59.12377917,51.83587109,27.03648464,58.74870493,76.5173868,56.77514213,60.82961443,15.69036556,38.3260098,8.814051093,10.50202214,10.27258014,15.41295643,12.78451386,28.34212565,33.20608174,14.16680065,15.84470031,17.62057047,14.18004975,9.626534803
ENSMUSG00000024975,7.505533383,31.17633507,15.80346207,10.88601194,19.42318811,15.31179757,7.251650139,11.20253417,177.7576496,104.3604242,145.6432389,198.5797739,162.5796591,269.6924854,147.6070733,115.4126561,142.3474456,169.5359269,28.28420359,97.04355892,18.35609943,21.70341366,21.11131766,29.35284603,22.6204719,41.62541504,37.86723902,19.6492932,23.89072923,30.12475197,15.32327844,13.56946748
ENSMUSG00000026822,3.811539219,5.624054924,1.079152516,1.896814035,2.32462762,1.610911774,0.412040235,5.991157377,18.64155559,69.65016276,24.27269744,26.18930815,28.66797207,18.42720804,35.61164867,25.76303203,14.13822149,12.43250512,28.28420359,29.60507917,37.40669981,28.32039727,10.55127844,15.12041373,14.26370368,4.928649183,11.77909879,11.71101965,31.3250229,21.45118684,7.194487522,17.98232996
ENSMUSG00000020609,101.4953314,167.2446257,112.5481276,111.3944941,166.9762855,115.0883537,113.5338123,121.1839668,1185.87831,702.2287037,1288.509154,1437.154741,1357.05336,1335.098067,1357.05336,1335.098067,1028.092204,1224.922789,201.0102325,690.9265039,134.2014686,170.4323135,175.3293847,220.7369527,209.6755875,275.6100492,378.0485091,185.7220759,226.313265,227.4628046,183.1099394,159.3995283
ENSMUSG00000035349,1.478194917,6.904822237,5.442543737,4.480804604,8.211022137,5.846293009,2.338634335,1.298620419,39.1041406,20.68184444,46.48166323,50.22000625,42.28377683,34.96395386,49.96234987,62.32804614,32.69245356,43.46102855,6.178877592,21.74246763,4.49751475,8.08882662,11.81371251,10.25463644,9.51237897,14.19860565,21.2472069,15.30733653,12.74049651,11.28707084,9.965295503,6.060612726
ENSMUSG00000022383,16.56698793,29.98984728,23.42053141,20.25657915,44.4823897,18.1126579,20.01269162,27.41332916,229.6086305,111.513702,274.8148818,296.721379,263.6211803,242.3259498,234.4063492,240.136275,274.3790374,288.9863749,54.55228264,157.7810333,43.38261907,51.21967553,63.30507346,67.90796931,54.62809408,115.6807434,124.8607627,61.50838098,67.18303124,74.99248775,56.38606031,52.09756505
ENSMUSG00000025194,43.51166768,99.78674593,72.77673827,55.83774006,80.71755388,64.96041018,46.95926761,77.40198694,654.9484953,395.0262977,595.265825,688.1931191,662.2742628,813.429914,589.8212953,611.4777185,628.5929494,630.8131837,149.8212237,448.2657401,81.82346861,100.1286234,109.7592118,129.5527688,102.6502002,133.7771843,183.4466934,108.7511807,111.03871,124.6781463,93.91346801,81.67609375
ENSMUSG00000053877,1.478194917,4.359971132,1.627344299,2.234611431,2.116204969,2.116204969,0.814970602,1.298620419,10.60305775,4.16724703,17.81929418,25.93594398,17.89175185,18.8653323,20.76583072,21.3182192,17.0482608,14.90922643,3.347045116,6.427603517,1.409722826,2.148377504,1.851921128,3.682740075,2.43810744,4.928649183,5.69317006,4.431644516,2.990755653,5.086380714,2.298414798,2.096005388
ENSMUSG00000074115,85.62100965,158.5969528,88.47287814,105.6337438,99.74680884,75.5924641,106.4366981,83.79474017,412.7879498,1335.098067,602.5326346,734.3907124,650.7416795,556.4635942,1207.088887,777.3426736,348.933155,341.2781191,487.5795012,596.2697715,752.0674565,672.5602379,331.8554057,337.7674653,469.0805389,426.8671289,383.0664447,486.0479446,579.3032287,534.5625135,381.215023,465.1070278
ENSMUSG00000069892,2.892208273,6.279433879,4.602229234,3.97609061,5.266914948,4.778638556,1.273730047,2.522424436,25.24136266,14.961468,30.63567463,35.87285132,31.71077551,30.04256015,31.79457754,35.5300097,17.60815378,34.08944627,11.18748317,27.54714369,6.82556222,4.919374686,7.109581553,8.321496872,8.209609072,14.19860565,13.45536806,10.52193531,5.233182539,7.450407613,7.76064123,5.033027606
ENSMUSG00000030059,5.038576183,13.03477436,6.281643367,7.864242823,10.66072739,6.665163728,4.850135772,7.081676988,52.48148873,42.25887928,57.75802364,60.5401174,54.62809408,53.88641682,71.64363944,63.9720988,35.20497962,65.8471771,19.87650251,39.85925308,7.717149275,11.38612168,9.103737348,14.95049891,11.6292237,21.88917202,22.79183225,12.87998626,10.04477279,16.27434058,11.43087153,8.72892653
ENSMUSG00000058301,4.602229234,17.29645759,4.480804604,5.115574338,10.27790171,8.606458856,3.462515076,1.298620419,38.92270893,26.78620735,46.01443645,57.88135313,47.99913215,66.57335082,46.91376546,38.89529725,59.26956916,43.46102855,8.790117828,25.54805861,9.495032214,10.0855323,10.55127844,13.29373656,9.168861662,14.19860565,18.81707029,8.677402512,13.09455449,14.98186323,12.55921998,7.364356374
ENSMUSG00000025351,54.81051236,39.61608633,49.40761332,44.52797937,61.52335574,43.08345121,46.58446734,26.60932672,390.8134339,421.1783755,380.2509399,194.8875797,452.5823072,123.6851914,241.5708732,248.8785605,130.1905472,142.3474456,132.2715875,270.3107639,228.2747075,121.5299467,151.7873847,114.0513276,143.1641215,93.63691734,185.603939,93.54965054,275.204442,191.6552013,133.5355913,131.2531899
ENSMUSG00000035284,5.472108003,7.561537679,4.602229234,3.97609061,5.038576183,5.318363214,1.605734034,3.677753924,24.44243379,21.33712386,37.04771606,31.40434662,30.31566504,33.45890631,35.02977498,35.96664754,29.58639933,24.94849392,8.133146973,13.56946748,2.654087888,6.233237379,4.63852771,6.584761757,4.850135772,9.60069795,7.891560192,5.570861835,5.233182539,7.624053194,4.526959741,5.033027606
ENSMUSG00000029836,5.038576183,18.44629017,10.92749848,12.63811033,16.38465172,14.32791906,6.343253375,8.195189988,58.51756586,58.08424966,87.12098611,87.45821599,90.62973887,59.09129216,89.11641913,81.03085169,69.01603992,66.79525445,17.98097005,43.38261907,12.43250512,16.55530876,18.63586141,19.71285249,14.61952854,34.89833393,39.28401808,12.25587971,18.66733622,20.67638931,17.46956089,15.98563482
ENSMUSG00000052595,25.09980024,25.41823778,28.44207521,27.94175761,27.59742206,25.5965059,21.96762787,19.03578395,129.8247699,89.47839658,176.7035614,220.0328477,154.0234986,157.0554543,151.6062478,211.1598851,169.7680222,250.3317673,47.66820719,125.8717575,33.83983832,42.89157808,46.59144849,46.8983302,40.37927364,60.99962208,64.48122072,45.43929522,30.06986544,40.53860807,45.1091173,38.88530948
ENSMUSG00000041997,6.720687474,20.17192756,11.88578779,7.974666978,11.13205126,8.677402512,7.577801103,10.17774523,57.13575198,41.8815138,66.79525445,74.77418406,71.55555788,88.26526408,68.07107826,69.43753973,59.26956916,64.11407699,16.31416723,42.29053027,8.666193795,15.08574716,10.27258014,15.80346207,12.96272484,28.34212565,22.08243138,15.30733653,13.91074912,18.92335412,6.702762203,8.72892653
ENSMUSG00000031357,1.478194917,2.943249081,2.998865455,3.209819884,2.32462762,2.444011908,2.338634335,4.83137307,15.87592024,12.13148492,18.31868037,18.79709938,17.89175185,16.23026244,21.73069804,20.87301722,16.09048061,20.72909247,6.659492204,13.03907409,4.49751475,5.850014895,4.993014578,5.011161534,5.365017953,12.6921614,8.27975512,4.996966331,7.247074807,3.259548008,4.526959741,2.587038651
ENSMUSG00000006005,25.09980024,48.34749967,41.16423146,40.63037599,62.76877426,41.16423146,28.07077787,50.38559804,232.4730526,218.7907473,282.7592822,279.2830651,260.7113223,255.2634576,247.4728387,286.2751221,153.8338878,275.9594243,92.56388092,180.9420939,59.19643751,63.50759209,62.20650024,72.14385967,66.86774555,98.60185624,112.9804794,72.10564155,84.10818309,79.68984551,69.9969083,57.12645627
ENSMUSG00000044519,1.478194917,2.943249081,4.277596719,3.032815591,6.503659296,4.258866958,3.462515076,4.83137307,19.62501162,11.77909879,20.00719737,25.14487246,20.00487758,20.7049776,24.7320218,27.08735382,17.60815378,24.94849392,11.06939227,17.07935081,5.689268047,5.624054924,7.109581553,9.716618401,7.173548807,6.468462932,10.28600594,3.769182372,8.717806719,8.165055842,3.433582841,2.096005388
ENSMUSG00000000056,3.811539219,18.44629017,7.624053194,9.456178363,8.894208362,11.1339501,6.103472693,8.195189988,33.87908215,24.36067922,53.32176245,63.9720988,47.39539389,61.27724501,53.30490006,53.65504316,64.85928364,51.80181494,7.394637756,29.60507917,8.814051093,13.09037339,14.96387503,14.72732734,14.10635398,26.68826692,25.48928949,12.25587971,18.21546845,22.06203546,12.55921998,10.68487823
ENSMUSG00000064345,1616.327343,2514.946669,1652.108323,1735.266095,1735.266095,2242.348512,1452.447693,1233.621479,7863.94128,8598.008947,10846.52669,10037.6771,9259.869627,7236.451174,9259.869627,10846.52669,10037.6771,10846.52669,3770.443543,9259.869627,2173.843239,3012.176755,2875.780887,3012.176755,2425.561315,3677.343404,4670.508592,2761.117782,2568.305572,3369.435617,2465.969678,2943.334971
ENSMUSG00000038708,16.93636957,41.99331583,28.65138821,28.80440524,33.57913515,32.12355524,19.11519378,25.59387089,136.9167183,129.9386929,158.5023014,150.4248135,137.3647858,143.2130408,145.6432389,155.7033826,107.4773851,147.2740404,52.01100554,97.38386449,30.77294355,40.49235311,38.05386669,45.38542113,40.92645529,50.7971476,59.72253214,35.145408,39.70141328,48.74692064,40.26252992,37.44127529
ENSMUSG00000021408,0.995293722,6.904822237,4.027266444,3.209819884,4.550033289,3.255021934,2.758469561,1.298620419,15.87592024,13.46005062,16.91400634,14.7816421,21.74978547,26.63379314,13.56946748,13.31760592,16.09048061,19.29558459,4.392009905,13.56946748,3.023632298,6.09270682,4.379074553,6.761099086,5.011161534,9.60069795,11.98153642,5.570861835,7.960734134,7.624053194,5.610052132,4.535994984
ENSMUSG00000046230,2.417929853,4.978131979,2.817974517,2.234611431,1.103027078,3.47287409,2.000727602,4.83137307,13.23080303,12.79800699,14.60058552,17.10795007,12.84134585,15.34705844,14.961468,18.610858,13.10299707,21.81577042,4.210769317,9.765629703,2.234611431,5.229923712,4.008841423,5.720632598,4.040120396,6.468462932,7.648396443,6.215033415,5.233182539,5.913005656,5.610052132,5.529805256
ENSMUSG00000034243,19.21910262,48.34749967,29.27648914,33.80464419,40.41376895,35.84206199,18.85137749,21.037227,143.2130408,99.279557,158.1215189,163.5960726,155.2089622,155.4605022,156.4031711,176.1523437,135.4694937,174.0299944,41.90468987,104.1646164,33.4114109,47.02802663,45.25059049,50.69244608,45.24379301,60.99962208,86.92508085,54.02077563,42.64271434,55.81098116,44.12566426,43.33752562
ENSMUSG00000016756,20.62400003,42.70135973,34.31797887,30.77294355,33.33018424,32.79098484,28.80146364,38.97215126,143.7580983,103.4273128,166.3516176,184.3988202,162.070383,161.8636395,173.8473454,178.0207566,115.7137124,147.6911407,40.1642994,89.04270617,28.03169627,38.04659679,44.05367782,43.72132519,36.31767937,44.97776111,58.92318274,32.71856485,48.88717233,38.75090036,31.50907701,32.65872151
ENSMUSG00000043279,23.99715622,42.70135973,26.46955068,29.4039373,37.71343558,30.06986544,23.54099495,29.87299213,126.2656467,120.5977793,146.8871536,131.3113494,167.1453824,184.2820421,148.1798457,129.5037874,119.3180773,126.1112987,34.38705712,86.17315551,40.71818075,50.8828254,40.50258971,48.75757286,38.03133156,77.5250814,48.02282009,41.3744204,45.18379745,56.40874247,39.73724799,39.90377535
ENSMUSG00000003813,0.995293722,1.535531838,2.216978085,1.896814035,2.650283141,2.216978085,3.762462125,4.83137307,8.925935278,5.991157377,12.43250512,13.13115009,13.95921037,18.42720804,11.1339501,10.55785562,12.13148492,12.6921614,1.261667157,5.414040074,1.605734034,2.960055919,4.008841423,2.986745874,2.998865455,7.995717205,2.434351062,3.769182372,3.393235487,3.259548008,2.298414798,0.516754473
ENSMUSG00000061755,7.505533383,18.44629017,19.8129389,16.75407167,25.73806661,21.4425263,11.89754591,10.17774523,69.75476491,62.22913147,72.16445156,93.10749958,80.35334436,82.16437148,74.60296603,78.53678025,52.23162592,81.013844,29.68620524,54.2139498,17.75388896,25.95108957,22.36182224,37.61332545,23.41114144,47.9139193,37.61332545,29.67234274,26.84159643,30.12475197,23.95838623,20.72279405
ENSMUSG00000027884,4.245414736,13.61002678,8.268263382,8.133146973,19.97309964,11.88578779,5.115574338,15.06950307,43.51166768,32.47406756,43.24471023,55.55166489,46.36781235,70.21629368,57.17668463,48.36927807,49.68276134,54.14783105,13.61002678,34.99867438,11.3373792,13.47173374,15.30733653,19.36127771,16.05604258,23.49236911,30.52533607,15.96699323,17.01761001,22.59678364,19.06035261,8.293878833
ENSMUSG00000052539,7.077500547,7.561537679,6.653824876,8.400250515,9.349794257,8.525709267,4.104407873,1.298620419,28.3637838,18.0896647,32.3358315,35.32758122,30.08607258,34.29206065,27.91040574,33.82422881,34.32112686,31.60374678,9.932271274,22.24192643,4.027266444,5.065124994,7.455484245,9.495032214,6.283934268,12.6921614,13.45536806,11.13869858,8.717806719,9.60069795,8.92342631,8.293878833
ENSMUSG00000034620,3.393235487,5.624054924,2.998865455,3.811539219,6.766322126,4.115490295,3.462515076,3.677753924,16.54248121,13.09455449,21.69324734,22.36182224,17.23793263,18.8653323,19.11519378,23.00559694,14.65748532,15.9120417,5.038576183,11.16616035,3.607885329,3.094607139,4.993014578,5.563300907,6.283934268,9.60069795,8.715086166,6.215033415,6.435617522,6.432821627,7.194487522,4.027266444
ENSMUSG00000034610,10.05618518,11.20253417,8.996630546,9.166342237,14.61952854,11.22437441,8.528035681,15.06950307,50.30461553,30.11443659,50.94217614,55.97283968,45.8401009,50.4739426,53.63946819,56.07760263,45.78685029,49.39046016,20.25928407,40.43059074,17.75388896,19.78564021,23.91490361,19.56472691,19.21055209,25.09980024,26.83376583,19.6492932,22.42439595,19.40529114,16.93636957,17.98232996
ENSMUSG00000033228,23.19896313,33.50509795,31.01886436,39.18965573,29.74625833,36.04244113,25.22009115,23.74267334,145.8236983,98.29344814,120.5977793,152.389114,125.5738472,159.8880533,142.7787996,118.8729266,122.5311842,133.2787509,48.32003674,105.874213,38.35839644,49.77517718,42.53925891,53.7942281,47.69016181,64.93196287,80.55071275,51.04693733,51.96831286,52.23162592,50.43955968,40.35530992
ENSMUSG00000061331,31.22422182,71.3691443,56.30121879,52.79013209,70.08381529,61.42028763,41.09705047,36.37312288,201.8307358,215.8805664,222.887585,262.6462418,205.2492614,186.1851631,246.6107767,284.1691772,148.8413523,258.5435587,87.67749972,203.2971679,55.26122439,76.97115641,71.74011544,82.97419823,68.74730821,117.0785639,125.8717575,82.76071216,76.56078666,88.42621292,65.77292464,77.02410424
ENSMUSG00000020250,41.01059536,37.44127529,36.55480612,45.49547614,41.16423146,44.08827461,45.89744006,24.6310514,165.306211,116.871423,156.5849357,194.0614355,178.263555,194.961086,179.6697783,185.0715385,135.4694937,136.5025476,61.81921326,116.0425301,40.26252992,48.19096703,44.91104428,49.74034486,40.92645529,49.39660988,59.92311849,50.01272039,49.29499185,51.06194812,54.78685942,34.19438879
ENSMUSG00000021039,2.892208273,6.279433879,4.277596719,2.892208273,4.826250152,4.49751475,1.605734034,4.83137307,15.17058096,11.32713367,20.00719737,20.69657012,18.62707273,15.56754882,16.10699734,19.57034096,16.09048061,15.3658506,4.614667571,10.2480516,3.809247447,5.624054924,4.379074553,6.761099086,6.622314936,7.995717205,12.41656861,4.996966331,9.608109902,7.624053194,6.702762203,3.550735928
ENSMUSG00000020608,10.05618518,28.22458754,18.34660828,21.51084435,25.58582076,23.04965639,13.65891625,15.06950307,72.87556173,65.4111648,88.09812377,88.68511713,86.90409864,79.44105959,86.90409864,92.91374291,52.67324272,83.27056485,37.29261234,65.55689381,22.47770013,25.95108957,33.86980577,30.66165487,27.80366178,38.25763561,44.62300055,31.37466025,34.42343732,37.0168332,28.30925914,36.92519424
ENSMUSG00000022387,5.472108003,9.349794257,8.799278228,6.119098394,10.04702928,5.448607921,5.115574338,3.677753924,27.71758328,17.00093585,25.60160046,32.85847604,28.17731837,36.07219451,32.46559313,23.86326317,32.0835217,24.7320218,6.962406532,12.5804693,4.277596719,8.443175528,6.799423641,10.57826508,8.590624843,12.6921614,13.03907409,8.677402512,7.583896207,8.410065814,8.92342631,6.432821627
ENSMUSG00000028053,20.26215858,23.66285213,19.34463061,31.17633507,19.97309964,26.15504813,15.35317156,19.03578395,85.49860609,66.7127876,93.29604792,97.76487992,75.29028438,74.35962481,94.66288936,114.0273599,76.65644705,88.57713455,42.2240713,49.4705886,20.33388129,32.07797101,35.50775669,31.40699133,32.97440276,49.39660988,48.36927807,36.4109442,34.80503987,27.67029925,32.47635316,26.45240912
ENSMUSG00000026398,11.9679966,18.44629017,17.47533439,12.01347276,17.81746887,10.90446001,11.58149719,21.037227,43.51166768,35.9769933,64.73716884,75.30977274,65.04623513,70.21629368,68.45696719,60.55536823,55.65268159,61.47129509,14.01091474,40.90193942,13.66467823,16.55530876,19.24249685,15.41295643,17.96661415,28.34212565,29.46295225,15.30733653,18.66733622,20.67638931,12.02889498,12.68265707
ENSMUSG00000029634,16.25748624,37.44127529,17.75785031,16.41420242,33.33018424,19.71285249,14.02693722,13.09455449,77.57835557,51.74370618,82.76071216,85.52783564,76.58809584,133.9221689,80.65522077,65.49127278,78.17546138,83.27056485,16.91400634,44.50517883,25.96059099,28.43589311,32.78293999,44.52797937,36.07219451,62.16562281,64.63549549,34.52912464,29.21433469,49.36663855,23.42785996,26.05296623
ENSMUSG00000038664,10.05618518,26.00730996,13.29232183,12.01347276,18.80074232,16.4810662,7.251650139,16.08807763,54.24478004,44.79424621,59.7392501,66.94844576,59.1767885,60.03720686,55.45846705,65.39623739,56.16108982,56.94584946,15.83215223,42.82165834,16.25748624,17.66338592,21.97225184,23.11267058,17.42534092,47.9139193,30.82678427,26.08944946,18.21546845,26.38242063,20.67784386,9.171207638
